game_id,episode,act,rank,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,avg_dmg_delta,headshot_pct,avg_dmg,acs,num_frag
725,8,3,Ascendant 1,6/22/2024,Cypher,Icebox,Loss,11,13,15,17,4,0.9,-14,28,117,176,3
726,8,3,Ascendant 1,6/22/2024,Cypher,Sunset,Win,13,11,19,17,4,1.1,5,40,144,234,2
727,8,3,Ascendant 1,6/22/2024,Cypher,Icebox,Win,14,12,26,13,3,2.0,89,43,187,278,1
728,8,3,Ascendant 1,6/22/2024,Cypher,Lotus,Loss,11,13,9,19,5,0.5,-70,17,79,114,5
729,8,3,Ascendant 1,6/22/2024,Cypher,Ascent,Loss,11,13,20,19,8,1.1,26,40,174,245,2
730,8,3,Ascendant 1,6/23/2024,Cypher,Bind,Loss,11,13,13,17,3,0.8,-34,40,98,150,4
731,8,3,Ascendant 1,6/23/2024,Cypher,Haven,Win,13,9,17,16,5,1.1,29,43,157,222,2
732,8,3,Ascendant 1,6/23/2024,Cypher,Ascent,Win,13,7,19,11,3,1.7,60,39,152,266,3
733,8,3,Ascendant 1,6/23/2024,Cypher,Lotus,Win,13,9,24,13,4,1.8,80,39,190,285,1
734,8,3,Ascendant 1,6/24/2024,Cypher,Icebox,Loss,11,13,17,14,4,1.2,7,27,116,181,4
735,8,3,Ascendant 1,6/24/2024,Cypher,Icebox,Loss,9,13,25,13,2,1.9,70,25,206,318,1
736,8,3,Ascendant 1,6/24/2024,Cypher,Haven,Loss,9,13,14,13,1,1.1,-14,38,101,160,4
737,8,3,Ascendant 1,6/25/2024,Cypher,Sunset,Win,13,6,19,7,5,2.7,100,28,177,272,2
738,8,3,Ascendant 1,6/25/2024,Cypher,Bind,Win,13,8,12,12,2,1.0,8,52,102,154,5
739,8,3,Ascendant 1,6/25/2024,Cypher,Ascent,Win,13,11,17,14,3,1.2,21,41,140,185,3
740,8,3,Ascendant 1,6/25/2024,Cypher,Ascent,Win,13,10,17,15,7,1.1,20,29,143,223,2
741,8,3,Ascendant 1,6/25/2024,Cypher,Bind,Win,13,10,22,15,4,1.5,40,29,164,263,2
742,8,3,Ascendant 1,6/25/2024,Cypher,Ascent,Loss,8,13,15,16,3,0.9,46,33,165,235,2
743,9,1,Placement,6/26/2024,Cypher,Abyss,Win,13,5,9,8,5,1.1,22,29,99,147,5
744,9,1,Placement,6/26/2024,Cypher,Lotus,Loss,10,13,23,15,10,1.5,54,35,169,280,1
745,9,1,Placement,6/26/2024,Cypher,Haven,Win,14,12,20,21,9,1.0,-1,35,144,218,3
746,9,1,Placement,6/26/2024,Cypher,Abyss,Win,13,9,15,13,3,1.2,-3,32,116,190,5
747,9,1,Placement,6/26/2024,Cypher,Bind,Loss,9,13,16,18,5,0.9,-11,24,133,206,3
748,9,1,Diamond 1,6/27/2024,Cypher,Lotus,Loss,11,13,21,14,3,1.5,48,27,162,254,2
749,9,1,Diamond 1,6/27/2024,Cypher,Bind,Draw,15,15,35,21,4,1.7,49,41,190,311,1
750,9,1,Diamond 1,7/1/2024,Cypher,Icebox,Loss,5,13,11,15,1,0.7,-12,39,137,194,2
751,9,1,Diamond 1,7/5/2024,Cypher,Ascent,Loss,1,13,9,13,1,0.7,-38,40,120,170,1
752,9,1,Diamond 1,7/5/2024,Cypher,Abyss,Win,13,6,19,10,9,1.9,95,30,194,285,1
753,9,1,Diamond 1,7/6/2024,Cypher,Haven,Win,13,5,16,10,3,1.6,31,27,133,214,3
754,9,1,Diamond 1,7/7/2024,Cypher,Lotus,Win,14,12,24,18,6,1.3,47,26,164,269,1
755,9,1,Diamond 1,7/7/2024,Cypher,Sunset,Win,13,1,12,3,7,4.0,86,35,141,226,4
756,9,1,Diamond 2,7/8/2024,Cypher,Icebox,Loss,11,13,16,15,6,1.1,-14,28,105,165,4
757,9,1,Diamond 2,7/8/2024,Cypher,Icebox,Loss,4,13,6,13,5,0.5,-36,18,94,134,3
758,9,1,Diamond 2,7/8/2024,Cypher,Sunset,Win,13,1,14,5,3,2.8,47,39,122,203,3
759,9,1,Diamond 2,7/8/2024,Cypher,Bind,Loss,6,13,15,14,4,1.1,6,32,143,216,2
760,9,1,Diamond 2,7/20/2024,Cypher,Haven,Win,14,12,20,16,6,1.3,11,32,126,205,3
761,9,1,Diamond 2,7/20/2024,Cypher,Lotus,Win,13,11,21,14,4,1.5,48,33,150,226,3
762,9,1,Diamond 2,7/21/2024,Cypher,Abyss,Win,13,10,19,16,7,1.2,30,21,146,226,2
763,9,1,Diamond 2,7/21/2024,Cypher,Haven,Loss,10,13,15,18,2,0.8,-26,24,124,197,3
764,9,1,Diamond 2,7/21/2024,Cypher,Haven,Loss,8,13,8,18,2,0.4,-99,20,63,106,5
765,9,1,Diamond 2,7/22/2024,Cypher,Bind,Loss,11,13,19,19,7,1.0,7,47,160,244,2
766,9,1,Diamond 2,7/22/2024,Cypher,Abyss,Win,13,7,17,11,1,1.5,45,38,140,232,2
767,9,1,Diamond 2,7/23/2024,Cypher,Icebox,Win,13,10,15,17,7,0.9,-2,25,145,206,3
768,9,1,Diamond 2,7/23/2024,Cypher,Icebox,Win,14,12,10,19,4,0.5,-63,21,71,113,5
769,9,1,Diamond 2,7/24/2024,Cypher,Ascent,Win,13,8,16,13,5,1.2,2,27,126,196,3
770,9,1,Diamond 3,7/24/2024,Cypher,Haven,Loss,12,14,21,18,5,1.2,44,30,174,258,2
771,9,1,Diamond 3,7/24/2024,Cypher,Sunset,Loss,5,13,8,15,3,0.5,-42,25,100,133,4
772,9,1,Diamond 3,7/25/2024,Cypher,Bind,Loss,10,13,19,15,4,1.3,22,29,133,216,2
773,9,1,Diamond 2,7/25/2024,Cypher,Sunset,Loss,11,13,8,16,3,0.5,-58,21,57,92,5
774,9,1,Diamond 2,7/26/2024,Cypher,Ascent,Win,13,8,20,10,3,2.0,54,33,150,248,3
775,9,1,Diamond 2,7/26/2024,Cypher,Lotus,Win,13,10,22,14,5,1.6,49,35,186,262,1
776,9,1,Diamond 2,7/27/2024,Cypher,Abyss,Win,14,12,22,17,10,1.3,48,22,173,251,3
777,9,1,Diamond 3,7/28/2024,Killjoy,Icebox,Win,13,9,22,12,2,1.8,68,22,165,273,1
778,9,1,Diamond 3,7/29/2024,Cypher,Abyss,Loss,4,13,16,15,2,1.1,16,22,172,281,1
779,9,1,Diamond 3,7/29/2024,Cypher,Bind,Loss,7,13,10,15,3,0.7,-24,25,100,148,4
780,9,1,Diamond 3,7/30/2024,Cypher,Ascent,Loss,10,13,17,16,8,1.1,7,19,153,229,2
781,9,1,Diamond 3,7/30/2024,Cypher,Haven,Win,13,8,18,13,6,1.4,56,22,164,235,4
782,9,1,Diamond 3,7/30/2024,Killjoy,Icebox,Win,13,3,12,7,3,1.7,54,33,127,200,4
783,9,1,Diamond 3,7/31/2024,Cypher,Haven,Loss,11,13,25,16,2,1.6,66,35,197,286,1
784,9,1,Diamond 3,7/31/2024,Cypher,Abyss,Win,13,2,10,7,0,1.4,9,14,96,156,5
785,9,1,Diamond 3,8/2/2024,Cypher,Bind,Win,14,12,21,16,3,1.3,24,28,134,214,2
786,9,1,Diamond 3,8/2/2024,Cypher,Abyss,Loss,12,14,12,17,11,0.7,22,23,121,167,5
787,9,1,Diamond 3,8/2/2024,Fade,Bind,Win,13,10,12,14,6,0.9,-23,16,93,152,4
788,9,1,Diamond 3,8/3/2024,Cypher,Ascent,Loss,10,13,10,17,7,0.6,-37,27,102,153,5
789,9,1,Diamond 3,8/3/2024,Cypher,Sunset,Draw,15,15,19,20,7,1.0,-9,30,125,181,5
790,9,1,Diamond 3,8/4/2024,Cypher,Ascent,Win,13,10,15,14,9,1.1,3,17,116,181,5
791,9,1,Diamond 3,8/4/2024,Cypher,Haven,Loss,7,13,11,16,5,0.7,-37,19,110,149,3
792,9,1,Diamond 3,8/4/2024,Cypher,Haven,Loss,5,13,11,13,2,0.8,-43,21,94,168,2
793,9,1,Diamond 3,8/4/2024,Cypher,Lotus,Loss,9,13,19,17,5,1.1,21,28,173,255,1
794,9,1,Diamond 3,8/4/2024,Cypher,Ascent,Loss,12,14,20,16,4,1.3,-14,15,126,215,3
795,9,1,Diamond 3,8/5/2024,Cypher,Ascent,Win,13,9,22,12,6,1.8,83,26,198,277,2
796,9,1,Diamond 3,8/5/2024,Cypher,Lotus,Win,14,12,22,14,7,1.6,44,42,156,228,2
797,9,1,Diamond 3,8/6/2024,Cypher,Sunset,Loss,10,13,15,14,2,1.1,14,25,123,181,3
798,9,1,Diamond 3,8/6/2024,Cypher,Lotus,Win,13,7,13,13,4,1.0,13,32,129,184,3
799,9,1,Diamond 3,8/6/2024,Cypher,Sunset,Loss,8,13,16,17,4,0.9,-7,39,147,226,2
800,9,1,Diamond 3,8/6/2024,Cypher,Bind,Win,13,5,21,8,5,2.6,90,32,189,297,1
801,9,1,Diamond 3,8/7/2024,Cypher,Abyss,Win,13,10,15,13,7,1.2,25,24,129,183,3
802,9,1,Diamond 3,8/7/2024,Cypher,Abyss,Win,13,9,23,11,7,2.1,80,23,186,287,1
803,9,1,Diamond 3,8/7/2024,Killjoy,Icebox,Loss,3,13,10,13,1,0.8,-24,18,114,187,2
804,9,1,Diamond 3,8/7/2024,Cypher,Bind,Win,13,8,25,12,4,2.1,56,41,181,298,1
805,9,1,Diamond 3,8/7/2024,Cypher,Sunset,Loss,3,13,8,14,2,0.6,-34,32,107,149,2
806,9,1,Diamond 3,8/7/2024,Cypher,Haven,Win,13,5,9,11,10,0.8,-13,20,115,182,5
807,9,1,Diamond 3,8/7/2024,Killjoy,Icebox,Loss,7,13,13,16,3,0.8,-3,40,126,189,4
808,9,1,Diamond 3,8/7/2024,Cypher,Ascent,Win,13,11,12,16,8,0.8,-42,19,84,146,5
809,9,1,Diamond 3,8/8/2024,Killjoy,Icebox,Win,13,8,15,10,1,1.5,29,31,136,188,4
810,9,1,Ascendant 1,8/8/2024,Cypher,Abyss,Win,13,11,17,15,2,1.1,10,38,126,178,2
811,9,1,Ascendant 1,8/9/2024,Killjoy,Icebox,Loss,11,13,13,17,2,0.8,-17,22,113,181,3
812,9,1,Ascendant 1,8/9/2024,Killjoy,Lotus,Loss,7,13,5,15,2,0.3,-46,21,92,103,5
813,9,1,Ascendant 1,8/9/2024,Cypher,Ascent,Loss,12,14,18,18,8,1.0,-6,35,128,194,3
814,9,1,Diamond 3,8/9/2024,Cypher,Sunset,Win,13,4,16,7,4,2.3,70,40,166,237,2
815,9,1,Ascendant 1,8/10/2024,Cypher,Haven,Win,13,4,10,7,3,1.4,0,37,78,131,5
816,9,1,Ascendant 1,8/11/2024,Killjoy,Ascent,Loss,9,13,14,19,4,0.7,-41,20,123,200,3
817,9,1,Ascendant 1,8/11/2024,Cypher,Haven,Loss,0,13,3,13,5,0.2,-88,14,91,115,5
818,9,1,Ascendant 1,8/11/2024,Killjoy,Ascent,Loss,11,13,18,15,5,1.2,15,22,126,207,3
819,9,1,Diamond 3,8/11/2024,Cypher,Bind,Loss,7,13,9,17,4,0.5,-67,37,82,136,5
820,9,1,Diamond 3,8/12/2024,Killjoy,Lotus,Loss,4,13,4,16,3,0.3,-74,16,102,138,5
821,9,1,Diamond 3,8/12/2024,Cypher,Bind,Loss,7,13,11,14,3,0.8,-30,14,90,157,4
822,9,1,Diamond 3,8/13/2024,Cypher,Abyss,Loss,3,13,13,13,2,1.0,-4,50,139,210,2
823,9,1,Diamond 3,8/13/2024,Killjoy,Haven,Loss,5,13,11,12,0,0.9,-12,50,104,156,2
824,9,1,Diamond 3,8/13/2024,Killjoy,Icebox,Loss,6,13,15,13,1,1.2,6,20,140,200,2
825,9,1,Diamond 2,8/13/2024,Killjoy,Ascent,Win,13,10,17,14,2,1.2,46,26,153,213,2
826,9,1,Diamond 3,8/13/2024,Cypher,Sunset,Loss,11,13,16,19,3,0.8,-8,31,117,180,2
827,9,1,Diamond 3,8/14/2024,Cypher,Abyss,Win,13,11,20,16,3,1.3,41,38,156,227,3
828,9,1,Diamond 3,8/14/2024,Killjoy,Ascent,Loss,7,13,10,17,5,0.6,-34,16,135,187,4
829,9,1,Diamond 3,8/14/2024,Cypher,Bind,Loss,11,13,17,16,3,1.1,17,44,135,206,3
830,9,1,Diamond 3,8/14/2024,Cypher,Bind,Loss,11,13,22,13,2,1.7,30,42,152,234,2
831,9,1,Diamond 2,8/14/2024,Cypher,Sunset,Loss,13,15,18,20,9,0.9,0,25,136,202,4
832,9,1,Diamond 2,8/14/2024,Killjoy,Lotus,Loss,8,13,19,18,4,1.1,41,29,186,286,1
833,9,1,Diamond 2,8/14/2024,Cypher,Abyss,Loss,14,16,33,17,5,1.9,81,40,192,307,1
834,9,1,Diamond 2,8/14/2024,Cypher,Ascent,Loss,8,13,12,16,6,0.8,-29,26,118,169,4
835,9,1,Diamond 2,8/15/2024,Cypher,Abyss,Win,13,9,18,13,3,1.4,29,61,130,218,3
836,9,1,Diamond 2,8/15/2024,Killjoy,Haven,Loss,9,13,11,18,2,0.6,-33,23,96,148,5
837,9,1,Diamond 2,8/15/2024,Killjoy,Haven,Win,13,11,18,13,1,1.4,42,44,152,218,4
838,9,1,Diamond 2,8/15/2024,Killjoy,Lotus,Win,13,4,18,6,2,3.0,101,26,185,278,2
839,9,1,Diamond 2,8/15/2024,Killjoy,Haven,Win,14,12,23,18,3,1.3,35,33,166,245,2
840,9,1,Diamond 2,8/15/2024,Killjoy,Icebox,Win,13,9,16,14,2,1.1,-5,38,129,187,4
841,9,1,Diamond 3,8/16/2024,Killjoy,Lotus,Loss,10,13,18,18,3,1.0,8,26,159,230,3
842,9,1,Diamond 3,8/16/2024,Cypher,Bind,Win,13,7,12,15,7,0.8,-7,26,117,177,5
843,9,1,Diamond 3,8/16/2024,Killjoy,Ascent,Loss,5,13,21,14,2,1.5,53,32,204,338,1
844,9,1,Diamond 3,8/16/2024,Killjoy,Icebox,Win,13,6,19,7,1,2.7,66,27,160,235,3
845,9,1,Diamond 3,8/17/2024,Cypher,Sunset,Win,13,5,16,8,3,2.0,64,32,144,241,3
846,9,1,Diamond 3,8/17/2024,Killjoy,Lotus,Win,13,9,17,12,3,1.4,63,43,167,237,4
847,9,1,Diamond 3,8/18/2024,Killjoy,Ascent,Loss,2,13,12,14,2,0.9,16,20,159,254,1
848,9,1,Diamond 3,8/18/2024,Killjoy,Lotus,Win,13,6,14,10,0,1.4,46,29,140,176,4
849,9,1,Diamond 3,8/18/2024,Cypher,Bind,Loss,5,13,5,16,3,0.3,-69,44,75,94,5
850,9,1,Diamond 3,8/19/2024,Cypher,Sunset,Loss,10,13,21,15,4,1.4,29,47,157,232,1
851,9,1,Diamond 3,8/19/2024,Killjoy,Haven,Win,13,10,18,16,3,1.1,35,38,159,233,2
852,9,1,Diamond 3,8/19/2024,Cypher,Abyss,Win,13,6,19,11,2,1.7,57,41,176,262,3
853,9,1,Diamond 3,8/20/2024,Cypher,Abyss,Win,13,11,14,18,4,0.8,-18,33,112,169,4
854,9,2,Placement,8/31/2024,Cypher,Bind,Loss,11,13,23,16,3,1.4,59,28,186,289,1
855,9,2,Diamond 3,8/31/2024,Killjoy,Lotus,Win,13,9,23,10,3,2.3,85,20,184,280,1
856,9,2,Diamond 3,9/1/2024,Cypher,Bind,Win,13,7,15,11,1,1.4,21,29,132,199,3
857,9,2,Diamond 3,9/1/2024,Killjoy,Ascent,Loss,11,13,13,17,3,0.8,-19,18,107,157,4
858,9,2,Diamond 3,9/1/2024,Killjoy,Haven,Win,13,3,13,9,4,1.4,51,34,145,226,4
859,9,2,Diamond 3,9/1/2024,Cypher,Sunset,Win,13,5,14,9,6,1.6,30,19,130,215,3
860,9,2,Ascendant 1,9/2/2024,Killjoy,Ascent,Loss,9,13,14,17,5,0.8,-24,18,138,181,3
861,9,2,Ascendant 1,9/2/2024,Killjoy,Haven,Win,13,8,27,11,3,2.5,100,31,204,314,1
862,9,2,Ascendant 1,9/3/2024,Cypher,Abyss,Win,13,3,15,7,5,2.1,75,31,157,249,3
863,9,2,Ascendant 1,9/3/2024,Killjoy,Ascent,Win,13,1,3,7,2,0.4,-25,29,62,70,5
864,9,2,Ascendant 1,9/3/2024,Cypher,Sunset,Loss,10,13,20,16,14,1.3,53,26,178,254,2
865,9,2,Ascendant 1,9/3/2024,Cypher,Abyss,Win,13,4,11,8,3,1.4,14,32,115,171,5
866,9,2,Ascendant 1,9/6/2024,Killjoy,Lotus,Loss,7,13,10,15,6,0.7,2,22,124,183,4
867,9,2,Ascendant 1,9/6/2024,Killjoy,Icebox,Draw,15,15,21,22,6,1.0,7,26,141,205,3
868,9,2,Ascendant 1,9/7/2024,Killjoy,Haven,Win,13,5,12,7,4,1.7,55,21,136,170,5
869,9,2,Ascendant 1,9/8/2024,Cypher,Sunset,Win,13,10,12,17,6,0.7,-27,31,100,152,5
870,9,2,Ascendant 1,9/8/2024,Killjoy,Lotus,Loss,7,13,14,15,2,0.9,11,20,134,195,2
871,9,2,Ascendant 1,9/9/2024,Killjoy,Ascent,Win,13,5,9,8,5,1.1,18,19,108,158,5
872,9,2,Ascendant 1,9/10/2024,Cypher,Abyss,Loss,10,13,13,15,2,0.9,-25,39,90,151,3
873,9,2,Ascendant 1,9/12/2024,Cypher,Bind,Win,13,9,10,12,7,0.8,1,29,98,148,4
874,9,2,Ascendant 1,9/12/2024,Killjoy,Ascent,Win,13,11,19,18,3,1.1,-5,28,132,207,3
875,9,2,Ascendant 1,9/12/2024,Killjoy,Haven,Loss,6,13,11,14,2,0.8,-23,35,100,165,5
876,9,2,Ascendant 1,9/12/2024,Vyse,Sunset,Loss,8,13,12,16,5,0.8,-38,31,118,173,4
877,9,2,Ascendant 1,9/12/2024,Vyse,Haven,Win,13,11,20,14,10,1.4,49,30,159,245,2
878,9,2,Ascendant 1,9/13/2024,Killjoy,Icebox,Loss,5,13,18,14,1,1.3,55,45,189,307,1
879,9,2,Ascendant 1,9/13/2024,Killjoy,Lotus,Win,13,1,12,5,2,2.4,63,29,144,227,4
880,9,2,Ascendant 1,9/13/2024,Killjoy,Ascent,Loss,13,15,10,23,5,0.4,-74,8,69,98,5
881,9,2,Ascendant 1,9/13/2024,Killjoy,Ascent,Win,13,6,13,10,5,1.3,30,22,128,193,4
882,9,2,Ascendant 1,9/13/2024,Cypher,Bind,Loss,12,14,13,19,7,0.7,-32,22,107,150,5
883,9,2,Ascendant 1,9/14/2024,Killjoy,Haven,Loss,10,13,11,14,5,0.8,-10,27,97,136,4
884,9,2,Ascendant 1,9/14/2024,Killjoy,Icebox,Loss,11,13,13,16,1,0.8,-32,23,94,153,5
885,9,2,Ascendant 1,9/14/2024,Cypher,Bind,Loss,10,13,13,16,7,0.8,-6,20,136,178,4
886,9,2,Ascendant 1,9/14/2024,Killjoy,Haven,Loss,7,13,17,15,1,1.1,-1,27,147,229,2
887,9,2,Ascendant 1,9/14/2024,Killjoy,Lotus,Win,13,11,28,15,2,1.9,97,26,221,320,1
888,9,2,Ascendant 1,9/14/2024,Cypher,Abyss,Loss,9,13,11,17,6,0.6,-48,25,106,146,5
889,9,2,Ascendant 1,9/15/2024,Cypher,Sunset,Loss,2,13,8,13,3,0.6,-38,16,104,153,3
890,9,2,Ascendant 1,9/15/2024,Killjoy,Ascent,Win,14,12,20,15,4,1.3,40,22,151,221,2
891,9,2,Ascendant 1,9/15/2024,Killjoy,Icebox,Win,13,10,15,13,3,1.2,8,45,108,161,4
892,9,2,Ascendant 1,9/15/2024,Cypher,Bind,Win,13,8,16,12,3,1.3,41,25,144,211,3
893,9,2,Ascendant 1,9/16/2024,Cypher,Abyss,Win,3,2,1,4,0,0.3,-67,25,66,69,5
894,9,2,Ascendant 1,9/16/2024,Killjoy,Ascent,Loss,8,13,11,18,6,0.6,-33,24,122,157,5
895,9,2,Ascendant 1,9/16/2024,Viper,Icebox,Loss,8,13,16,18,5,0.9,10,41,152,245,1
896,9,2,Ascendant 1,9/17/2024,Cypher,Sunset,Win,15,13,23,19,8,1.2,30,26,152,235,3
897,9,2,Ascendant 1,9/17/2024,Cypher,Sunset,Loss,9,13,15,14,2,1.1,0,34,126,196,3
898,9,2,Ascendant 1,9/17/2024,Killjoy,Lotus,Win,13,9,16,11,2,1.5,29,27,126,196,4
899,9,2,Ascendant 1,9/18/2024,Killjoy,Lotus,Win,13,8,15,14,1,1.1,9,25,126,181,4
900,9,2,Ascendant 1,9/19/2024,Killjoy,Ascent,Win,13,9,10,16,6,0.6,-25,15,98,147,5
901,9,2,Ascendant 1,9/20/2024,Killjoy,Haven,Loss,7,13,16,15,0,1.1,39,30,161,232,1
902,9,2,Ascendant 1,9/20/2024,Cypher,Abyss,Win,13,4,15,7,5,2.1,64,29,145,237,4
903,9,2,Ascendant 1,9/20/2024,Killjoy,Ascent,Loss,8,13,16,14,4,1.1,26,24,141,212,3
904,9,2,Ascendant 1,9/20/2024,Cypher,Abyss,Win,13,2,12,7,5,1.7,24,13,129,210,4
905,9,2,Ascendant 1,9/21/2024,Killjoy,Haven,Loss,10,13,19,17,6,1.1,26,26,167,247,2
906,9,2,Ascendant 1,9/21/2024,Cypher,Sunset,Win,13,8,12,13,8,0.9,-15,16,118,169,5
907,9,2,Ascendant 1,9/21/2024,Killjoy,Lotus,Loss,8,13,10,16,3,0.6,-21,15,120,167,4
908,9,2,Ascendant 1,9/21/2024,Cypher,Bind,Draw,14,14,18,17,8,1.1,10,20,114,175,4
909,9,2,Ascendant 1,9/21/2024,Killjoy,Haven,Win,13,9,16,11,4,1.5,59,21,151,220,4
910,9,2,Ascendant 1,9/22/2024,Killjoy,Icebox,Loss,4,13,9,13,3,0.7,-40,15,99,147,5
911,9,2,Ascendant 1,9/22/2024,Killjoy,Haven,Win,13,11,16,13,4,1.2,32,29,143,194,3
912,9,2,Ascendant 1,9/22/2024,Killjoy,Lotus,Loss,10,13,14,13,5,1.1,15,23,120,182,4
913,9,2,Ascendant 1,9/22/2024,Cypher,Bind,Win,13,6,11,10,7,1.1,-13,24,98,157,4
914,9,2,Ascendant 1,9/22/2024,Cypher,Bind,Win,13,5,17,10,3,1.7,32,34,143,223,2
915,9,2,Ascendant 2,9/22/2024,Cypher,Abyss,Win,13,7,7,10,6,0.7,-34,21,67,99,5
916,9,2,Ascendant 2,9/22/2024,Cypher,Sunset,Loss,12,14,13,17,7,0.8,-33,28,90,154,4
917,9,2,Ascendant 2,9/22/2024,Killjoy,Icebox,Loss,10,13,20,15,2,1.3,41,21,156,250,1
918,9,2,Ascendant 2,9/23/2024,Killjoy,Haven,Loss,1,9,5,9,1,0.6,-53,29,120,178,1
919,9,2,Ascendant 1,9/23/2024,Killjoy,Lotus,Win,15,13,18,14,4,1.3,23,29,126,189,3
920,9,2,Ascendant 2,9/24/2024,Killjoy,Ascent,Loss,9,13,7,15,2,0.5,-50,6,61,99,5
921,9,2,Ascendant 2,9/24/2024,Killjoy,Lotus,Loss,6,13,14,15,2,0.9,1,24,136,211,2
922,9,2,Ascendant 1,9/24/2024,Cypher,Sunset,Loss,9,13,15,13,3,1.2,21,27,134,184,5
923,9,2,Ascendant 1,9/25/2024,Cypher,Abyss,Win,9,3,3,5,2,0.6,-28,12,56,76,5
924,9,2,Ascendant 1,9/25/2024,Cypher,Bind,Win,13,8,20,10,4,2.0,83,37,173,264,1
925,9,2,Ascendant 2,9/26/2024,Killjoy,Haven,Loss,10,13,14,16,3,0.9,-17,29,116,177,3
926,9,2,Ascendant 2,9/26/2024,Killjoy,Icebox,Loss,12,14,16,20,3,0.8,-24,33,119,177,4
927,9,2,Ascendant 1,9/27/2024,Killjoy,Icebox,Loss,8,13,10,16,2,0.6,-40,20,97,145,4
928,9,2,Ascendant 1,9/27/2024,Cypher,Bind,Loss,2,13,9,13,1,0.7,-33,33,104,154,2
929,9,2,Ascendant 1,9/27/2024,Killjoy,Lotus,Win,13,7,13,9,0,1.4,28,32,125,166,3
930,9,2,Ascendant 1,9/27/2024,Killjoy,Haven,Win,13,4,10,11,4,0.9,9,27,133,178,4
931,9,2,Ascendant 1,10/3/2024,Cypher,Sunset,Win,13,6,18,11,7,1.6,65,22,184,282,3
932,9,2,Ascendant 2,10/3/2024,Cypher,Ascent,Win,14,12,26,14,7,1.9,51,31,163,256,2
933,9,2,Ascendant 2,10/4/2024,Killjoy,Lotus,Win,13,6,12,14,4,0.9,22,29,139,179,5
934,9,2,Ascendant 2,10/5/2024,Cypher,Sunset,Loss,11,13,19,16,4,1.2,22,41,154,232,1
935,9,2,Ascendant 2,10/5/2024,Killjoy,Icebox,Loss,9,13,19,17,2,1.1,7,27,160,240,3
936,9,2,Ascendant 2,10/5/2024,Killjoy,Haven,Loss,9,13,18,16,8,1.1,36,25,177,265,2
937,9,2,Ascendant 2,10/5/2024,Cypher,Bind,Loss,9,13,13,16,5,0.8,-6,23,117,176,5
938,9,2,Ascendant 1,10/6/2024,Killjoy,Icebox,Loss,10,13,17,17,3,1.0,2,21,131,190,3
939,9,2,Ascendant 1,10/6/2024,Killjoy,Lotus,Loss,9,13,25,16,2,1.6,80,25,208,324,1
940,9,2,Ascendant 1,10/6/2024,Cypher,Ascent,Win,13,5,12,7,1,1.7,21,28,107,159,5
941,9,2,Ascendant 1,10/6/2024,Killjoy,Haven,Win,13,8,18,15,7,1.2,53,13,169,253,2
942,9,2,Ascendant 1,10/8/2024,Cypher,Abyss,Win,16,14,31,20,6,1.6,44,22,174,272,2
943,9,2,Ascendant 2,10/9/2024,Cypher,Bind,Loss,9,13,14,18,3,0.8,-35,38,113,180,3
944,9,2,Ascendant 2,10/9/2024,Cypher,Sunset,Loss,18,20,33,26,18,1.3,43,26,180,266,2
945,9,2,Ascendant 1,10/10/2024,Cypher,Sunset,Win,13,11,19,12,5,1.6,42,50,152,214,3
946,9,2,Ascendant 2,10/11/2024,Cypher,Bind,Win,13,10,20,14,5,1.4,45,25,153,240,2
947,9,2,Ascendant 2,10/13/2024,Killjoy,Ascent,Win,13,9,18,12,6,1.5,59,19,171,263,2
948,9,2,Ascendant 2,10/14/2024,Killjoy,Icebox,Loss,7,13,14,14,0,1.0,4,29,128,183,2
949,9,2,Ascendant 2,10/14/2024,Killjoy,Lotus,Win,13,6,13,10,8,1.3,24,22,136,195,4
950,9,2,Ascendant 2,10/14/2024,Killjoy,Icebox,Loss,8,13,13,14,1,0.9,17,20,139,189,4
951,9,2,Ascendant 2,10/14/2024,Cypher,Sunset,Loss,8,13,11,17,2,0.6,-35,42,112,162,4
952,9,2,Ascendant 2,10/14/2024,Viper,Icebox,Loss,10,13,14,18,5,0.8,-23,17,111,175,3
953,9,2,Ascendant 2,10/18/2024,Killjoy,Lotus,Win,13,7,17,14,1,1.2,9,30,141,223,3
954,9,2,Ascendant 2,10/18/2024,Cypher,Bind,Loss,4,13,12,15,3,0.8,-35,38,111,182,3
955,9,2,Ascendant 2,10/18/2024,Cypher,Abyss,Loss,11,13,17,15,3,1.1,11,17,124,215,3
956,9,2,Ascendant 1,10/21/2024,Cypher,Sunset,Loss,9,13,16,15,9,1.1,27,27,155,225,2
957,9,2,Ascendant 1,10/21/2024,Killjoy,Haven,Loss,7,13,7,16,3,0.4,-61,16,83,119,4
958,9,2,Ascendant 1,10/21/2024,Killjoy,Lotus,Win,13,8,11,15,5,0.7,-29,29,102,149,4
959,9,3,Placement,10/23/2024,Cypher,Pearl,Loss,11,13,25,16,3,1.6,74,60,190,267,1
960,9,3,Ascendant 1,10/23/2024,Cypher,Pearl,Loss,9,13,15,15,1,1.0,14,35,125,177,1
961,9,3,Ascendant 1,10/24/2024,Cypher,Haven,Win,13,10,15,14,6,1.1,2,40,116,175,4
962,9,3,Ascendant 1,10/24/2024,Killjoy,Split,Loss,7,13,19,15,6,1.3,51,25,199,279,1
