game_id,episode,act,rank,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,avg_dmg_delta,headshot_pct,avg_dmg,acs,num_frag,role
625,8,2,Ascendant 2,3/15/2024,Cypher,Split,Loss,8,13,15,16,5,0.9375,-1,20,138,208,2,Sentinel
626,8,2,Ascendant 2,3/16/2024,Cypher,Sunset,Win,14,12,24,20,6,1.2,10,26,163,273,1,Sentinel
627,8,2,Ascendant 2,3/16/2024,Cypher,Bind,Win,13,6,13,11,1,1.1818181818181819,4,57,100,170,4,Sentinel
628,8,2,Ascendant 2,3/16/2024,Cypher,Lotus,Win,13,1,15,6,3,2.5,100,29,182,289,2,Sentinel
629,8,2,Ascendant 2,3/16/2024,Cypher,Breeze,Win,13,3,13,8,2,1.625,35,44,136,221,3,Sentinel
630,8,2,Ascendant 2,3/17/2024,Cypher,Breeze,Win,14,12,18,17,3,1.0588235294117647,21,25,134,186,4,Sentinel
631,8,2,Ascendant 2,3/17/2024,Cypher,Ascent,Loss,2,13,7,13,0,0.5384615384615384,-38,14,100,150,3,Sentinel
632,8,2,Ascendant 2,3/17/2024,Cypher,Split,Loss,8,13,11,15,2,0.7333333333333333,-30,43,101,148,5,Sentinel
633,8,2,Ascendant 2,3/17/2024,Cypher,Ascent,Win,14,12,15,19,12,0.7894736842105263,25,26,150,192,4,Sentinel
634,8,2,Ascendant 2,3/18/2024,Cypher,Sunset,Loss,9,13,17,16,3,1.0625,-17,46,123,195,2,Sentinel
635,8,2,Ascendant 2,3/18/2024,Cypher,Ascent,Win,12,7,17,12,9,1.4166666666666667,36,27,157,242,3,Sentinel
636,8,2,Ascendant 2,3/19/2024,Cypher,Bind,Loss,9,13,20,15,5,1.3333333333333333,40,37,165,245,1,Sentinel
637,8,2,Ascendant 2,3/19/2024,Cypher,Lotus,Win,13,7,21,9,3,2.3333333333333335,86,39,161,272,1,Sentinel
638,8,2,Ascendant 2,3/20/2024,Cypher,Lotus,Loss,11,13,7,17,6,0.4117647058823529,-58,23,63,93,5,Sentinel
639,8,2,Ascendant 2,3/20/2024,Cypher,Breeze,Win,13,8,17,10,2,1.7,30,25,112,188,2,Sentinel
640,8,2,Ascendant 2,3/21/2024,Cypher,Sunset,Win,13,6,11,11,4,1.0,4,25,111,159,5,Sentinel
641,8,2,Ascendant 2,3/21/2024,Cypher,Sunset,Loss,9,13,15,15,1,1.0,3,31,131,184,3,Sentinel
642,8,2,Ascendant 2,3/21/2024,Cypher,Ascent,Loss,6,13,13,16,3,0.8125,-35,28,106,173,2,Sentinel
643,8,2,Ascendant 2,3/21/2024,Cypher,Split,Loss,1,13,2,13,5,0.15384615384615385,-86,11,53,72,5,Sentinel
644,8,2,Ascendant 2,3/21/2024,Cypher,Split,Win,13,2,12,5,3,2.4,49,31,115,189,5,Sentinel
645,8,2,Ascendant 2,3/21/2024,Cypher,Breeze,Loss,11,13,24,14,4,1.7142857142857142,54,34,168,267,1,Sentinel
646,8,2,Ascendant 1,3/21/2024,Cypher,Ascent,Loss,11,13,13,15,7,0.8666666666666667,13,32,116,157,5,Sentinel
647,8,2,Ascendant 1,3/22/2024,Cypher,Lotus,Loss,15,17,26,25,8,1.04,17,32,159,233,2,Sentinel
648,8,2,Ascendant 2,3/22/2024,Viper,Icebox,Win,15,13,23,19,13,1.2105263157894737,19,29,147,238,2,Controller
649,8,2,Ascendant 2,3/22/2024,Cypher,Breeze,Win,13,7,14,11,3,1.2727272727272727,9,24,108,177,3,Sentinel
650,8,2,Ascendant 2,3/22/2024,Viper,Icebox,Win,13,10,7,19,6,0.3684210526315789,-63,29,77,104,5,Controller
651,8,2,Ascendant 2,3/22/2024,Cypher,Bind,Win,13,8,25,13,8,1.9230769230769231,54,16,178,314,1,Sentinel
652,8,2,Ascendant 2,3/23/2024,Cypher,Ascent,Loss,11,13,11,17,2,0.6470588235294118,-9,29,111,147,5,Sentinel
653,8,2,Ascendant 2,3/24/2024,Cypher,Sunset,Loss,5,13,8,15,2,0.5333333333333333,-51,24,92,143,5,Sentinel
654,8,2,Ascendant 2,3/24/2024,Cypher,Lotus,Win,13,4,9,8,3,1.125,3,23,83,137,5,Sentinel
655,8,2,Ascendant 2,3/26/2024,Cypher,Breeze,Loss,4,13,14,13,2,1.0769230769230769,21,29,154,241,1,Sentinel
656,8,2,Ascendant 1,3/26/2024,Cypher,Bind,Loss,4,13,7,15,0,0.4666666666666667,-39,32,96,135,3,Sentinel
657,8,2,Ascendant 1,3/26/2024,Viper,Icebox,Loss,6,13,11,16,4,0.6875,-46,40,102,152,3,Controller
658,8,2,Ascendant 1,3/26/2024,Cypher,Split,Loss,10,13,18,19,5,0.9473684210526315,18,32,166,248,1,Sentinel
659,8,2,Ascendant 1,3/27/2024,Cypher,Ascent,Win,13,10,22,14,5,1.5714285714285714,44,27,154,253,2,Sentinel
660,8,2,Ascendant 1,3/27/2024,Cypher,Sunset,Loss,5,13,13,13,2,1.0,9,41,125,200,1,Sentinel
661,8,2,Ascendant 1,3/27/2024,Viper,Icebox,Loss,4,13,6,13,5,0.46153846153846156,-47,25,88,111,5,Controller
662,8,2,Ascendant 1,3/28/2024,Cypher,Lotus,Win,14,12,21,19,4,1.105263157894737,10,24,159,224,2,Sentinel
663,8,2,Ascendant 1,3/29/2024,Cypher,Breeze,Win,13,6,13,9,8,1.4444444444444444,54,20,135,205,4,Sentinel
664,8,2,Ascendant 1,4/4/2024,Cypher,Split,Loss,6,13,11,16,5,0.6875,3,32,135,196,3,Sentinel
665,8,2,Ascendant 1,4/4/2024,Viper,Icebox,Loss,9,13,13,17,3,0.7647058823529411,-16,30,120,181,3,Controller
666,8,2,Ascendant 1,4/14/2024,Cypher,Split,Loss,7,13,16,13,3,1.2307692307692308,25,35,139,237,2,Sentinel
667,8,2,Ascendant 1,4/14/2024,Cypher,Ascent,Loss,7,13,9,16,6,0.5625,-36,18,99,147,5,Sentinel
668,8,2,Diamond 3,4/14/2024,Viper,Icebox,Loss,2,13,13,13,3,1.0,17,18,170,262,1,Controller
669,8,3,Diamond 3,5/21/2024,Cypher,Bind,Loss,4,13,8,17,3,0.47058823529411764,-50,23,102,158,3,Sentinel
670,8,3,Ascendant 1,5/21/2024,Cypher,Lotus,Win,10,2,9,6,4,1.5,24,32,119,172,3,Sentinel
671,8,3,Ascendant 1,5/23/2024,Cypher,Sunset,Win,13,6,11,14,4,0.7857142857142857,-40,15,97,160,4,Sentinel
672,8,3,Diamond 3,5/23/2024,Cypher,Bind,Loss,14,16,17,21,6,0.8095238095238095,-17,23,108,158,5,Sentinel
673,8,3,Diamond 3,5/24/2024,Cypher,Sunset,Loss,12,14,21,19,6,1.105263157894737,27,30,162,234,3,Sentinel
674,8,3,Diamond 3,5/24/2024,Killjoy,Lotus,Loss,11,13,10,19,6,0.5263157894736842,-36,12,90,143,5,Sentinel
675,8,3,Ascendant 1,5/24/2024,Cypher,Ascent,Win,13,3,16,6,1,2.6666666666666665,78,41,155,264,2,Sentinel
676,8,3,Ascendant 1,5/24/2024,Viper,Icebox,Win,13,7,15,15,6,1.0,-9,30,134,217,2,Controller
677,8,3,Diamond 3,5/31/2024,Cypher,Breeze,Loss,4,13,16,14,4,1.1428571428571428,8,21,168,272,1,Sentinel
678,8,3,Diamond 3,5/31/2024,Cypher,Bind,Loss,9,13,19,18,4,1.0555555555555556,26,31,166,261,1,Sentinel
679,8,3,Diamond 3,5/31/2024,Cypher,Ascent,Loss,12,14,19,14,5,1.3571428571428572,27,31,135,192,2,Sentinel
680,8,3,Diamond 3,6/1/2024,Cypher,Bind,Loss,7,13,22,14,4,1.5714285714285714,62,34,183,297,1,Sentinel
681,8,3,Diamond 3,6/1/2024,Viper,Icebox,Win,13,11,12,17,7,0.7058823529411765,-35,24,95,152,5,Controller
682,8,3,Diamond 3,6/1/2024,Cypher,Ascent,Win,13,11,22,15,9,1.4666666666666666,57,25,160,251,2,Sentinel
683,8,3,Diamond 3,6/2/2024,Cypher,Sunset,Loss,10,13,17,15,3,1.1333333333333333,8,27,124,187,3,Sentinel
684,8,3,Ascendant 1,6/2/2024,Viper,Icebox,Win,13,4,16,7,5,2.2857142857142856,70,39,161,266,3,Controller
685,8,3,Ascendant 1,6/2/2024,Cypher,Breeze,Win,7,0,10,3,4,3.3333333333333335,140,63,251,407,1,Sentinel
686,8,3,Ascendant 1,6/3/2024,Cypher,Sunset,Win,13,6,17,13,2,1.3076923076923077,42,32,165,252,2,Sentinel
687,8,3,Ascendant 1,6/3/2024,Cypher,Split,Loss,5,13,15,14,3,1.0714285714285714,4,14,133,227,1,Sentinel
688,8,3,Diamond 3,6/3/2024,Cypher,Ascent,Loss,8,13,17,15,7,1.1333333333333333,40,24,170,260,2,Sentinel
689,8,3,Diamond 3,6/3/2024,Cypher,Ascent,Loss,7,13,15,17,4,0.8823529411764706,-41,18,115,197,2,Sentinel
690,8,3,Diamond 3,6/5/2024,Viper,Icebox,Loss,12,14,23,18,5,1.2777777777777777,38,35,177,254,1,Controller
691,8,3,Diamond 3,6/5/2024,Omen,Sunset,Win,13,9,11,14,4,0.7857142857142857,-24,19,90,139,5,Controller
692,8,3,Ascendant 1,6/6/2024,Cypher,Breeze,Win,14,12,16,18,7,0.8888888888888888,-18,20,115,177,5,Sentinel
693,8,3,Ascendant 1,6/8/2024,Omen,Sunset,Win,13,11,13,20,7,0.65,-38,26,108,166,4,Controller
694,8,3,Ascendant 1,6/8/2024,Cypher,Ascent,Loss,10,13,22,16,6,1.375,52,21,171,270,1,Sentinel
695,8,3,Ascendant 1,6/8/2024,Cypher,Bind,Win,13,6,23,8,6,2.875,86,20,172,306,1,Sentinel
696,8,3,Ascendant 1,6/8/2024,Cypher,Split,Win,13,9,22,15,3,1.4666666666666666,68,26,201,299,1,Sentinel
697,8,3,Ascendant 1,6/8/2024,Killjoy,Lotus,Loss,6,13,10,15,5,0.6666666666666666,-2,18,155,198,4,Sentinel
698,8,3,Ascendant 1,6/8/2024,Cypher,Bind,Win,13,11,20,14,6,1.4285714285714286,47,28,163,252,2,Sentinel
699,8,3,Ascendant 1,6/8/2024,Cypher,Breeze,Win,13,8,16,13,9,1.2307692307692308,13,22,134,214,4,Sentinel
700,8,3,Ascendant 1,6/9/2024,Killjoy,Lotus,Loss,10,13,11,17,5,0.6470588235294118,-1,30,121,161,5,Sentinel
701,8,3,Ascendant 1,6/9/2024,Viper,Icebox,Win,13,6,15,13,7,1.1538461538461537,24,24,169,236,4,Controller
702,8,3,Ascendant 1,6/10/2024,Cypher,Breeze,Loss,4,13,10,14,1,0.7142857142857143,-66,18,94,167,3,Sentinel
703,8,3,Ascendant 1,6/10/2024,Cypher,Ascent,Loss,4,13,9,13,2,0.6923076923076923,2,15,119,172,2,Sentinel
704,8,3,Ascendant 1,6/10/2024,Cypher,Split,Loss,8,13,20,15,5,1.3333333333333333,45,31,172,248,2,Sentinel
705,8,3,Ascendant 1,6/10/2024,Viper,Icebox,Win,13,6,16,10,5,1.6,46,43,150,238,3,Controller
706,8,3,Ascendant 1,6/10/2024,Cypher,Bind,Loss,10,13,14,16,7,0.875,2,17,127,194,3,Sentinel
707,8,3,Ascendant 1,6/11/2024,Cypher,Sunset,Win,13,10,24,12,3,2.0,93,33,195,277,1,Sentinel
708,8,3,Ascendant 1,6/12/2024,Cypher,Haven,Win,13,11,18,14,4,1.2857142857142858,31,13,145,212,3,Sentinel
709,8,3,Ascendant 1,6/12/2024,Cypher,Sunset,Win,5,1,3,2,2,1.5,17,13,94,134,4,Sentinel
710,8,3,Ascendant 1,6/12/2024,Cypher,Lotus,Loss,8,13,18,16,6,1.125,43,27,189,282,1,Sentinel
711,8,3,Ascendant 1,6/12/2024,Cypher,Ascent,Win,13,7,18,10,2,1.8,14,26,125,200,3,Sentinel
712,8,3,Ascendant 1,6/13/2024,Cypher,Lotus,Loss,8,13,14,18,4,0.7777777777777778,-47,34,105,173,3,Sentinel
713,8,3,Ascendant 1,6/13/2024,Cypher,Sunset,Win,14,12,22,15,4,1.4666666666666666,44,23,152,231,4,Sentinel
714,8,3,Ascendant 1,6/13/2024,Cypher,Bind,Win,13,9,17,15,9,1.1333333333333333,17,18,145,214,4,Sentinel
715,8,3,Ascendant 1,6/13/2024,Cypher,Sunset,Win,13,4,22,7,6,3.142857142857143,152,23,240,352,1,Sentinel
716,8,3,Ascendant 1,6/13/2024,Viper,Icebox,Loss,1,13,10,14,1,0.7142857142857143,-13,20,145,209,2,Controller
717,8,3,Ascendant 1,6/14/2024,Cypher,Haven,Win,13,7,8,14,3,0.5714285714285714,-53,26,87,131,5,Sentinel
718,8,3,Ascendant 1,6/14/2024,Cypher,Haven,Loss,2,13,5,14,3,0.35714285714285715,-56,10,96,126,5,Sentinel
719,8,3,Ascendant 1,6/20/2024,Cypher,Bind,Win,13,4,10,7,5,1.4285714285714286,18,26,100,154,4,Sentinel
720,8,3,Ascendant 1,6/21/2024,Cypher,Sunset,Loss,6,13,10,15,3,0.6666666666666666,-54,41,89,149,4,Sentinel
721,8,3,Ascendant 1,6/22/2024,Cypher,Ascent,Win,13,6,17,9,0,1.8888888888888888,45,45,144,216,3,Sentinel
722,8,3,Ascendant 1,6/22/2024,Cypher,Sunset,Loss,6,13,13,17,2,0.7647058823529411,3,37,148,222,2,Sentinel
723,8,3,Ascendant 1,6/22/2024,Cypher,Sunset,Win,13,9,12,17,3,0.7058823529411765,-32,41,106,146,4,Sentinel
724,8,3,Ascendant 1,6/22/2024,Cypher,Lotus,Loss,1,13,7,14,4,0.5,-41,32,132,166,4,Sentinel
725,8,3,Ascendant 1,6/22/2024,Cypher,Icebox,Loss,11,13,15,17,4,0.8823529411764706,-14,28,117,176,3,Sentinel
726,8,3,Ascendant 1,6/22/2024,Cypher,Sunset,Win,13,11,19,17,4,1.1176470588235294,5,40,144,234,2,Sentinel
727,8,3,Ascendant 1,6/22/2024,Cypher,Icebox,Win,14,12,26,13,3,2.0,89,43,187,278,1,Sentinel
728,8,3,Ascendant 1,6/22/2024,Cypher,Lotus,Loss,11,13,9,19,5,0.47368421052631576,-70,17,79,114,5,Sentinel
729,8,3,Ascendant 1,6/22/2024,Cypher,Ascent,Loss,11,13,20,19,8,1.0526315789473684,26,40,174,245,2,Sentinel
730,8,3,Ascendant 1,6/23/2024,Cypher,Bind,Loss,11,13,13,17,3,0.7647058823529411,-34,40,98,150,4,Sentinel
731,8,3,Ascendant 1,6/23/2024,Cypher,Haven,Win,13,9,17,16,5,1.0625,29,43,157,222,2,Sentinel
732,8,3,Ascendant 1,6/23/2024,Cypher,Ascent,Win,13,7,19,11,3,1.7272727272727273,60,39,152,266,3,Sentinel
733,8,3,Ascendant 1,6/23/2024,Cypher,Lotus,Win,13,9,24,13,4,1.8461538461538463,80,39,190,285,1,Sentinel
734,8,3,Ascendant 1,6/24/2024,Cypher,Icebox,Loss,11,13,17,14,4,1.2142857142857142,7,27,116,181,4,Sentinel
735,8,3,Ascendant 1,6/24/2024,Cypher,Icebox,Loss,9,13,25,13,2,1.9230769230769231,70,25,206,318,1,Sentinel
736,8,3,Ascendant 1,6/24/2024,Cypher,Haven,Loss,9,13,14,13,1,1.0769230769230769,-14,38,101,160,4,Sentinel
737,8,3,Ascendant 1,6/25/2024,Cypher,Sunset,Win,13,6,19,7,5,2.7142857142857144,100,28,177,272,2,Sentinel
738,8,3,Ascendant 1,6/25/2024,Cypher,Bind,Win,13,8,12,12,2,1.0,8,52,102,154,5,Sentinel
739,8,3,Ascendant 1,6/25/2024,Cypher,Ascent,Win,13,11,17,14,3,1.2142857142857142,21,41,140,185,3,Sentinel
740,8,3,Ascendant 1,6/25/2024,Cypher,Ascent,Win,13,10,17,15,7,1.1333333333333333,20,29,143,223,2,Sentinel
741,8,3,Ascendant 1,6/25/2024,Cypher,Bind,Win,13,10,22,15,4,1.4666666666666666,40,29,164,263,2,Sentinel
742,8,3,Ascendant 1,6/25/2024,Cypher,Ascent,Loss,8,13,15,16,3,0.9375,46,33,165,235,2,Sentinel
743,9,1,Placement,6/26/2024,Cypher,Abyss,Win,13,5,9,8,5,1.125,22,29,99,147,5,Sentinel
744,9,1,Placement,6/26/2024,Cypher,Lotus,Loss,10,13,23,15,10,1.5333333333333334,54,35,169,280,1,Sentinel
745,9,1,Placement,6/26/2024,Cypher,Haven,Win,14,12,20,21,9,0.9523809523809523,-1,35,144,218,3,Sentinel
746,9,1,Placement,6/26/2024,Cypher,Abyss,Win,13,9,15,13,3,1.1538461538461537,-3,32,116,190,5,Sentinel
747,9,1,Placement,6/26/2024,Cypher,Bind,Loss,9,13,16,18,5,0.8888888888888888,-11,24,133,206,3,Sentinel
748,9,1,Diamond 1,6/27/2024,Cypher,Lotus,Loss,11,13,21,14,3,1.5,48,27,162,254,2,Sentinel
749,9,1,Diamond 1,6/27/2024,Cypher,Bind,Draw,15,15,35,21,4,1.6666666666666667,49,41,190,311,1,Sentinel
750,9,1,Diamond 1,7/1/2024,Cypher,Icebox,Loss,5,13,11,15,1,0.7333333333333333,-12,39,137,194,2,Sentinel
751,9,1,Diamond 1,7/5/2024,Cypher,Ascent,Loss,1,13,9,13,1,0.6923076923076923,-38,40,120,170,1,Sentinel
752,9,1,Diamond 1,7/5/2024,Cypher,Abyss,Win,13,6,19,10,9,1.9,95,30,194,285,1,Sentinel
753,9,1,Diamond 1,7/6/2024,Cypher,Haven,Win,13,5,16,10,3,1.6,31,27,133,214,3,Sentinel
754,9,1,Diamond 1,7/7/2024,Cypher,Lotus,Win,14,12,24,18,6,1.3333333333333333,47,26,164,269,1,Sentinel
755,9,1,Diamond 1,7/7/2024,Cypher,Sunset,Win,13,1,12,3,7,4.0,86,35,141,226,4,Sentinel
756,9,1,Diamond 2,7/8/2024,Cypher,Icebox,Loss,11,13,16,15,6,1.0666666666666667,-14,28,105,165,4,Sentinel
757,9,1,Diamond 2,7/8/2024,Cypher,Icebox,Loss,4,13,6,13,5,0.46153846153846156,-36,18,94,134,3,Sentinel
758,9,1,Diamond 2,7/8/2024,Cypher,Sunset,Win,13,1,14,5,3,2.8,47,39,122,203,3,Sentinel
759,9,1,Diamond 2,7/8/2024,Cypher,Bind,Loss,6,13,15,14,4,1.0714285714285714,6,32,143,216,2,Sentinel
760,9,1,Diamond 2,7/20/2024,Cypher,Haven,Win,14,12,20,16,6,1.25,11,32,126,205,3,Sentinel
761,9,1,Diamond 2,7/20/2024,Cypher,Lotus,Win,13,11,21,14,4,1.5,48,33,150,226,3,Sentinel
762,9,1,Diamond 2,7/21/2024,Cypher,Abyss,Win,13,10,19,16,7,1.1875,30,21,146,226,2,Sentinel
763,9,1,Diamond 2,7/21/2024,Cypher,Haven,Loss,10,13,15,18,2,0.8333333333333334,-26,24,124,197,3,Sentinel
764,9,1,Diamond 2,7/21/2024,Cypher,Haven,Loss,8,13,8,18,2,0.4444444444444444,-99,20,63,106,5,Sentinel
765,9,1,Diamond 2,7/22/2024,Cypher,Bind,Loss,11,13,19,19,7,1.0,7,47,160,244,2,Sentinel
766,9,1,Diamond 2,7/22/2024,Cypher,Abyss,Win,13,7,17,11,1,1.5454545454545454,45,38,140,232,2,Sentinel
767,9,1,Diamond 2,7/23/2024,Cypher,Icebox,Win,13,10,15,17,7,0.8823529411764706,-2,25,145,206,3,Sentinel
768,9,1,Diamond 2,7/23/2024,Cypher,Icebox,Win,14,12,10,19,4,0.5263157894736842,-63,21,71,113,5,Sentinel
769,9,1,Diamond 2,7/24/2024,Cypher,Ascent,Win,13,8,16,13,5,1.2307692307692308,2,27,126,196,3,Sentinel
770,9,1,Diamond 3,7/24/2024,Cypher,Haven,Loss,12,14,21,18,5,1.1666666666666667,44,30,174,258,2,Sentinel
771,9,1,Diamond 3,7/24/2024,Cypher,Sunset,Loss,5,13,8,15,3,0.5333333333333333,-42,25,100,133,4,Sentinel
772,9,1,Diamond 3,7/25/2024,Cypher,Bind,Loss,10,13,19,15,4,1.2666666666666666,22,29,133,216,2,Sentinel
773,9,1,Diamond 2,7/25/2024,Cypher,Sunset,Loss,11,13,8,16,3,0.5,-58,21,57,92,5,Sentinel
774,9,1,Diamond 2,7/26/2024,Cypher,Ascent,Win,13,8,20,10,3,2.0,54,33,150,248,3,Sentinel
775,9,1,Diamond 2,7/26/2024,Cypher,Lotus,Win,13,10,22,14,5,1.5714285714285714,49,35,186,262,1,Sentinel
776,9,1,Diamond 2,7/27/2024,Cypher,Abyss,Win,14,12,22,17,10,1.2941176470588236,48,22,173,251,3,Sentinel
777,9,1,Diamond 3,7/28/2024,Killjoy,Icebox,Win,13,9,22,12,2,1.8333333333333333,68,22,165,273,1,Sentinel
778,9,1,Diamond 3,7/29/2024,Cypher,Abyss,Loss,4,13,16,15,2,1.0666666666666667,16,22,172,281,1,Sentinel
779,9,1,Diamond 3,7/29/2024,Cypher,Bind,Loss,7,13,10,15,3,0.6666666666666666,-24,25,100,148,4,Sentinel
780,9,1,Diamond 3,7/30/2024,Cypher,Ascent,Loss,10,13,17,16,8,1.0625,7,19,153,229,2,Sentinel
781,9,1,Diamond 3,7/30/2024,Cypher,Haven,Win,13,8,18,13,6,1.3846153846153846,56,22,164,235,4,Sentinel
782,9,1,Diamond 3,7/30/2024,Killjoy,Icebox,Win,13,3,12,7,3,1.7142857142857142,54,33,127,200,4,Sentinel
783,9,1,Diamond 3,7/31/2024,Cypher,Haven,Loss,11,13,25,16,2,1.5625,66,35,197,286,1,Sentinel
784,9,1,Diamond 3,7/31/2024,Cypher,Abyss,Win,13,2,10,7,0,1.4285714285714286,9,14,96,156,5,Sentinel
785,9,1,Diamond 3,8/2/2024,Cypher,Bind,Win,14,12,21,16,3,1.3125,24,28,134,214,2,Sentinel
786,9,1,Diamond 3,8/2/2024,Cypher,Abyss,Loss,12,14,12,17,11,0.7058823529411765,22,23,121,167,5,Sentinel
787,9,1,Diamond 3,8/2/2024,Fade,Bind,Win,13,10,12,14,6,0.8571428571428571,-23,16,93,152,4,Initiator
788,9,1,Diamond 3,8/3/2024,Cypher,Ascent,Loss,10,13,10,17,7,0.5882352941176471,-37,27,102,153,5,Sentinel
789,9,1,Diamond 3,8/3/2024,Cypher,Sunset,Draw,15,15,19,20,7,0.95,-9,30,125,181,5,Sentinel
790,9,1,Diamond 3,8/4/2024,Cypher,Ascent,Win,13,10,15,14,9,1.0714285714285714,3,17,116,181,5,Sentinel
791,9,1,Diamond 3,8/4/2024,Cypher,Haven,Loss,7,13,11,16,5,0.6875,-37,19,110,149,3,Sentinel
792,9,1,Diamond 3,8/4/2024,Cypher,Haven,Loss,5,13,11,13,2,0.8461538461538461,-43,21,94,168,2,Sentinel
793,9,1,Diamond 3,8/4/2024,Cypher,Lotus,Loss,9,13,19,17,5,1.1176470588235294,21,28,173,255,1,Sentinel
794,9,1,Diamond 3,8/4/2024,Cypher,Ascent,Loss,12,14,20,16,4,1.25,-14,15,126,215,3,Sentinel
795,9,1,Diamond 3,8/5/2024,Cypher,Ascent,Win,13,9,22,12,6,1.8333333333333333,83,26,198,277,2,Sentinel
796,9,1,Diamond 3,8/5/2024,Cypher,Lotus,Win,14,12,22,14,7,1.5714285714285714,44,42,156,228,2,Sentinel
797,9,1,Diamond 3,8/6/2024,Cypher,Sunset,Loss,10,13,15,14,2,1.0714285714285714,14,25,123,181,3,Sentinel
798,9,1,Diamond 3,8/6/2024,Cypher,Lotus,Win,13,7,13,13,4,1.0,13,32,129,184,3,Sentinel
799,9,1,Diamond 3,8/6/2024,Cypher,Sunset,Loss,8,13,16,17,4,0.9411764705882353,-7,39,147,226,2,Sentinel
800,9,1,Diamond 3,8/6/2024,Cypher,Bind,Win,13,5,21,8,5,2.625,90,32,189,297,1,Sentinel
801,9,1,Diamond 3,8/7/2024,Cypher,Abyss,Win,13,10,15,13,7,1.1538461538461537,25,24,129,183,3,Sentinel
802,9,1,Diamond 3,8/7/2024,Cypher,Abyss,Win,13,9,23,11,7,2.090909090909091,80,23,186,287,1,Sentinel
803,9,1,Diamond 3,8/7/2024,Killjoy,Icebox,Loss,3,13,10,13,1,0.7692307692307693,-24,18,114,187,2,Sentinel
804,9,1,Diamond 3,8/7/2024,Cypher,Bind,Win,13,8,25,12,4,2.0833333333333335,56,41,181,298,1,Sentinel
805,9,1,Diamond 3,8/7/2024,Cypher,Sunset,Loss,3,13,8,14,2,0.5714285714285714,-34,32,107,149,2,Sentinel
806,9,1,Diamond 3,8/7/2024,Cypher,Haven,Win,13,5,9,11,10,0.8181818181818182,-13,20,115,182,5,Sentinel
807,9,1,Diamond 3,8/7/2024,Killjoy,Icebox,Loss,7,13,13,16,3,0.8125,-3,40,126,189,4,Sentinel
808,9,1,Diamond 3,8/7/2024,Cypher,Ascent,Win,13,11,12,16,8,0.75,-42,19,84,146,5,Sentinel
809,9,1,Diamond 3,8/8/2024,Killjoy,Icebox,Win,13,8,15,10,1,1.5,29,31,136,188,4,Sentinel
810,9,1,Ascendant 1,8/8/2024,Cypher,Abyss,Win,13,11,17,15,2,1.1333333333333333,10,38,126,178,2,Sentinel
811,9,1,Ascendant 1,8/9/2024,Killjoy,Icebox,Loss,11,13,13,17,2,0.7647058823529411,-17,22,113,181,3,Sentinel
812,9,1,Ascendant 1,8/9/2024,Killjoy,Lotus,Loss,7,13,5,15,2,0.3333333333333333,-46,21,92,103,5,Sentinel
813,9,1,Ascendant 1,8/9/2024,Cypher,Ascent,Loss,12,14,18,18,8,1.0,-6,35,128,194,3,Sentinel
814,9,1,Diamond 3,8/9/2024,Cypher,Sunset,Win,13,4,16,7,4,2.2857142857142856,70,40,166,237,2,Sentinel
815,9,1,Ascendant 1,8/10/2024,Cypher,Haven,Win,13,4,10,7,3,1.4285714285714286,0,37,78,131,5,Sentinel
816,9,1,Ascendant 1,8/11/2024,Killjoy,Ascent,Loss,9,13,14,19,4,0.7368421052631579,-41,20,123,200,3,Sentinel
817,9,1,Ascendant 1,8/11/2024,Cypher,Haven,Loss,0,13,3,13,5,0.23076923076923078,-88,14,91,115,5,Sentinel
818,9,1,Ascendant 1,8/11/2024,Killjoy,Ascent,Loss,11,13,18,15,5,1.2,15,22,126,207,3,Sentinel
819,9,1,Diamond 3,8/11/2024,Cypher,Bind,Loss,7,13,9,17,4,0.5294117647058824,-67,37,82,136,5,Sentinel
820,9,1,Diamond 3,8/12/2024,Killjoy,Lotus,Loss,4,13,4,16,3,0.25,-74,16,102,138,5,Sentinel
821,9,1,Diamond 3,8/12/2024,Cypher,Bind,Loss,7,13,11,14,3,0.7857142857142857,-30,14,90,157,4,Sentinel
822,9,1,Diamond 3,8/13/2024,Cypher,Abyss,Loss,3,13,13,13,2,1.0,-4,50,139,210,2,Sentinel
823,9,1,Diamond 3,8/13/2024,Killjoy,Haven,Loss,5,13,11,12,0,0.9166666666666666,-12,50,104,156,2,Sentinel
824,9,1,Diamond 3,8/13/2024,Killjoy,Icebox,Loss,6,13,15,13,1,1.1538461538461537,6,20,140,200,2,Sentinel
825,9,1,Diamond 2,8/13/2024,Killjoy,Ascent,Win,13,10,17,14,2,1.2142857142857142,46,26,153,213,2,Sentinel
826,9,1,Diamond 3,8/13/2024,Cypher,Sunset,Loss,11,13,16,19,3,0.8421052631578947,-8,31,117,180,2,Sentinel
827,9,1,Diamond 3,8/14/2024,Cypher,Abyss,Win,13,11,20,16,3,1.25,41,38,156,227,3,Sentinel
828,9,1,Diamond 3,8/14/2024,Killjoy,Ascent,Loss,7,13,10,17,5,0.5882352941176471,-34,16,135,187,4,Sentinel
829,9,1,Diamond 3,8/14/2024,Cypher,Bind,Loss,11,13,17,16,3,1.0625,17,44,135,206,3,Sentinel
830,9,1,Diamond 3,8/14/2024,Cypher,Bind,Loss,11,13,22,13,2,1.6923076923076923,30,42,152,234,2,Sentinel
