game_id,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,acs,role,win,date_dt,smoothed_win_rate,games_played_as_agent,win_rate_agent_map_role,mean_acs_agent_map_role,mean_kdr_agent,recent_win_rate_agent
286,7/17/2023,Killjoy,Split,Loss,2,13,6,14,0,0.4285714285714285,156,Sentinel,0,2023-07-17,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.4
285,7/17/2023,Killjoy,Pearl,Win,13,5,17,7,3,2.4285714285714284,240,Sentinel,1,2023-07-17,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.6
279,7/17/2023,Killjoy,Ascent,Win,13,9,6,17,1,0.3529411764705882,80,Sentinel,1,2023-07-17,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
287,7/18/2023,Killjoy,Haven,Loss,6,13,8,17,1,0.4705882352941176,145,Sentinel,0,2023-07-18,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.6
294,7/19/2023,Killjoy,Haven,Win,13,6,22,9,6,2.4444444444444446,330,Sentinel,1,2023-07-19,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.6
291,7/19/2023,Killjoy,Haven,Loss,9,13,18,16,4,1.125,226,Sentinel,0,2023-07-19,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.6
293,7/19/2023,Killjoy,Pearl,Loss,5,13,9,16,4,0.5625,172,Sentinel,0,2023-07-19,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.4
298,7/20/2023,Killjoy,Ascent,Loss,11,13,13,16,4,0.8125,154,Sentinel,0,2023-07-20,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.2
301,7/20/2023,Killjoy,Haven,Win,17,15,28,20,3,1.4,241,Sentinel,1,2023-07-20,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
305,7/22/2023,Killjoy,Split,Win,13,2,18,7,6,2.571428571428572,344,Sentinel,1,2023-07-22,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.4
306,7/23/2023,Killjoy,Pearl,Loss,10,13,11,18,4,0.6111111111111112,162,Sentinel,0,2023-07-23,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.4
311,7/24/2023,Killjoy,Haven,Loss,9,13,18,15,4,1.2,206,Sentinel,0,2023-07-24,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
312,7/24/2023,Killjoy,Pearl,Win,13,6,3,12,8,0.25,74,Sentinel,1,2023-07-24,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.6
309,7/24/2023,Killjoy,Split,Win,13,3,6,11,4,0.5454545454545454,109,Sentinel,1,2023-07-24,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.6
1480,7/24/2023,Killjoy,Breeze,Win,14,1,3,10,5,0.3,181,Sentinel,1,2023-07-24,0.43789767331434,250,0.2857142857142857,172.42857142857142,1.1139559583437157,0.6
314,7/25/2023,Killjoy,Pearl,Win,13,10,20,12,1,1.6666666666666667,239,Sentinel,1,2023-07-25,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.8
317,7/26/2023,Killjoy,Ascent,Loss,4,13,6,14,1,0.4285714285714285,119,Sentinel,0,2023-07-26,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.8
318,7/26/2023,Killjoy,Ascent,Loss,3,13,6,14,4,0.4285714285714285,135,Sentinel,0,2023-07-26,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
319,7/26/2023,Killjoy,Split,Loss,13,15,21,18,2,1.1666666666666667,201,Sentinel,0,2023-07-26,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.4
323,7/27/2023,Killjoy,Pearl,Loss,7,13,14,14,2,1.0,225,Sentinel,0,2023-07-27,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.2
1594,7/27/2023,Killjoy,Split,Win,8,2,2,0,1,2.0,181,Sentinel,1,2023-07-27,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.2
320,7/27/2023,Killjoy,Pearl,Win,13,6,20,12,3,1.6666666666666667,266,Sentinel,1,2023-07-27,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.4
326,7/28/2023,Killjoy,Haven,Win,13,3,16,5,4,3.2,260,Sentinel,1,2023-07-28,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.6
327,7/28/2023,Killjoy,Split,Loss,6,13,14,14,2,1.0,198,Sentinel,0,2023-07-28,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.6
328,7/29/2023,Killjoy,Split,Win,13,10,18,11,3,1.6363636363636365,218,Sentinel,1,2023-07-29,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.8
332,7/29/2023,Killjoy,Haven,Loss,7,13,21,15,0,1.4,286,Sentinel,0,2023-07-29,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.6
329,7/29/2023,Killjoy,Haven,Loss,9,13,8,18,5,0.4444444444444444,143,Sentinel,0,2023-07-29,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
337,7/30/2023,Killjoy,Pearl,Loss,13,15,8,22,1,0.3636363636363636,105,Sentinel,0,2023-07-30,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.2
335,7/30/2023,Killjoy,Ascent,Win,13,9,20,13,6,1.5384615384615383,268,Sentinel,1,2023-07-30,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.4
1198,7/30/2023,Killjoy,Lotus,Win,2,0,10,10,9,1.0,300,Sentinel,1,2023-07-30,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.4
340,7/31/2023,Killjoy,Haven,Loss,13,15,23,19,6,1.2105263157894737,208,Sentinel,0,2023-07-31,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
344,8/3/2023,Killjoy,Ascent,Loss,10,13,6,18,3,0.3333333333333333,96,Sentinel,0,2023-08-03,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.4
343,8/3/2023,Killjoy,Pearl,Loss,7,13,10,15,3,0.6666666666666666,141,Sentinel,0,2023-08-03,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.4
349,8/19/2023,Killjoy,Ascent,Loss,3,13,11,14,2,0.7857142857142857,216,Sentinel,0,2023-08-19,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.2
351,8/19/2023,Killjoy,Split,Loss,11,13,16,15,2,1.0666666666666669,179,Sentinel,0,2023-08-19,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.0
352,8/19/2023,Killjoy,Pearl,Win,14,12,22,21,5,1.0476190476190477,250,Sentinel,1,2023-08-19,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.2
353,8/19/2023,Killjoy,Ascent,Win,13,11,18,14,5,1.2857142857142858,214,Sentinel,1,2023-08-19,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.4
357,8/20/2023,Killjoy,Pearl,Loss,5,13,11,16,3,0.6875,185,Sentinel,0,2023-08-20,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.4
355,8/20/2023,Killjoy,Haven,Loss,11,13,21,19,5,1.105263157894737,245,Sentinel,0,2023-08-20,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
363,8/21/2023,Killjoy,Ascent,Win,13,4,9,10,3,0.9,145,Sentinel,1,2023-08-21,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
361,8/21/2023,Killjoy,Pearl,Loss,6,13,13,16,3,0.8125,216,Sentinel,0,2023-08-21,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.4
362,8/21/2023,Killjoy,Haven,Loss,12,14,13,16,6,0.8125,165,Sentinel,0,2023-08-21,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.2
368,8/22/2023,Killjoy,Haven,Loss,7,13,10,17,5,0.5882352941176471,159,Sentinel,0,2023-08-22,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.2
364,8/22/2023,Killjoy,Ascent,Win,13,10,14,13,3,1.0769230769230769,163,Sentinel,1,2023-08-22,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.4
367,8/22/2023,Killjoy,Haven,Win,13,8,23,11,2,2.090909090909091,276,Sentinel,1,2023-08-22,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
369,8/23/2023,Killjoy,Split,Win,13,4,6,10,2,0.6,104,Sentinel,1,2023-08-23,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.6
371,8/23/2023,Killjoy,Ascent,Loss,4,13,12,16,4,0.75,220,Sentinel,0,2023-08-23,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
372,8/23/2023,Killjoy,Split,Loss,13,15,14,18,6,0.7777777777777778,143,Sentinel,0,2023-08-23,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.6
375,8/23/2023,Killjoy,Split,Loss,12,14,18,16,3,1.125,179,Sentinel,0,2023-08-23,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.4
376,8/23/2023,Killjoy,Haven,Loss,4,13,13,17,2,0.7647058823529411,244,Sentinel,0,2023-08-23,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.2
377,8/23/2023,Killjoy,Pearl,Win,13,8,18,12,3,1.5,240,Sentinel,1,2023-08-23,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.2
382,8/24/2023,Killjoy,Pearl,Win,13,6,16,14,4,1.1428571428571428,220,Sentinel,1,2023-08-24,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.4
378,8/24/2023,Killjoy,Ascent,Loss,6,13,9,13,2,0.6923076923076923,143,Sentinel,0,2023-08-24,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.4
383,8/28/2023,Killjoy,Ascent,Win,13,7,18,12,0,1.5,231,Sentinel,1,2023-08-28,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
384,8/28/2023,Killjoy,Ascent,Win,13,8,15,12,4,1.25,175,Sentinel,1,2023-08-28,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.8
385,8/28/2023,Killjoy,Split,Loss,9,13,19,18,10,1.0555555555555556,269,Sentinel,0,2023-08-28,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.6
387,8/30/2023,Killjoy,Haven,Win,13,5,17,9,4,1.8888888888888888,274,Sentinel,1,2023-08-30,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.6
389,8/31/2023,Killjoy,Split,Win,13,3,14,8,4,1.75,227,Sentinel,1,2023-08-31,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.8
390,8/31/2023,Killjoy,Breeze,Loss,9,13,12,18,7,0.6666666666666666,177,Sentinel,0,2023-08-31,0.43789767331434,250,0.2857142857142857,172.42857142857142,1.1139559583437157,0.6
392,9/1/2023,Killjoy,Breeze,Loss,8,13,17,15,3,1.1333333333333333,248,Sentinel,0,2023-09-01,0.43789767331434,250,0.2857142857142857,172.42857142857142,1.1139559583437157,0.4
396,9/7/2023,Killjoy,Ascent,Loss,8,13,17,15,4,1.1333333333333333,227,Sentinel,0,2023-09-07,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.4
403,9/8/2023,Killjoy,Ascent,Win,13,7,13,13,7,1.0,189,Sentinel,1,2023-09-08,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.4
400,9/8/2023,Killjoy,Haven,Loss,10,13,19,14,0,1.3571428571428572,218,Sentinel,0,2023-09-08,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.2
405,9/8/2023,Killjoy,Split,Loss,4,13,8,15,2,0.5333333333333333,164,Sentinel,0,2023-09-08,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.2
398,9/8/2023,Killjoy,Haven,Win,13,4,7,9,1,0.7777777777777778,118,Sentinel,1,2023-09-08,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
410,9/9/2023,Killjoy,Haven,Loss,10,13,14,18,4,0.7777777777777778,192,Sentinel,0,2023-09-09,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
407,9/9/2023,Killjoy,Ascent,Loss,9,13,16,15,1,1.0666666666666669,192,Sentinel,0,2023-09-09,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.2
412,9/10/2023,Killjoy,Split,Win,13,8,24,10,6,2.4,325,Sentinel,1,2023-09-10,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.4
413,9/10/2023,Killjoy,Split,Loss,9,13,17,18,6,0.9444444444444444,245,Sentinel,0,2023-09-10,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.4
419,9/10/2023,Killjoy,Split,Loss,5,13,14,15,2,0.9333333333333332,220,Sentinel,0,2023-09-10,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.2
420,9/10/2023,Killjoy,Ascent,Loss,10,13,19,15,5,1.2666666666666666,247,Sentinel,0,2023-09-10,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.2
416,9/10/2023,Killjoy,Haven,Loss,11,13,26,18,6,1.4444444444444444,320,Sentinel,0,2023-09-10,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.2
426,10/18/2023,Killjoy,Split,Loss,10,13,19,14,3,1.3571428571428572,241,Sentinel,0,2023-10-18,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.0
429,10/19/2023,Killjoy,Ascent,Win,14,12,17,16,6,1.0625,186,Sentinel,1,2023-10-19,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.2
432,10/27/2023,Killjoy,Haven,Win,13,11,17,16,4,1.0625,218,Sentinel,1,2023-10-27,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
434,10/31/2023,Killjoy,Ascent,Win,13,3,7,5,4,1.4,121,Sentinel,1,2023-10-31,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
440,11/4/2023,Killjoy,Haven,Win,13,10,10,16,1,0.625,137,Sentinel,1,2023-11-04,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.8
439,11/4/2023,Killjoy,Haven,Win,13,7,7,13,2,0.5384615384615384,109,Sentinel,1,2023-11-04,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,1.0
443,11/4/2023,Killjoy,Ascent,Loss,8,13,13,15,5,0.8666666666666667,183,Sentinel,0,2023-11-04,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.8
445,11/4/2023,Killjoy,Haven,Win,11,1,13,3,4,4.333333333333333,301,Sentinel,1,2023-11-04,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.8
449,11/7/2023,Killjoy,Ascent,Loss,9,13,19,15,5,1.2666666666666666,250,Sentinel,0,2023-11-07,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
451,11/9/2023,Killjoy,Split,Win,13,7,15,10,7,1.5,233,Sentinel,1,2023-11-09,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.6
453,11/10/2023,Killjoy,Ascent,Loss,12,14,15,18,4,0.8333333333333334,157,Sentinel,0,2023-11-10,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.4
457,11/14/2023,Killjoy,Haven,Loss,11,13,15,18,4,0.8333333333333334,208,Sentinel,0,2023-11-14,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
464,11/16/2023,Killjoy,Ascent,Win,13,10,15,17,6,0.8823529411764706,240,Sentinel,1,2023-11-16,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.4
459,11/16/2023,Killjoy,Haven,Loss,8,13,19,16,3,1.1875,261,Sentinel,0,2023-11-16,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
465,11/18/2023,Killjoy,Haven,Win,15,13,26,16,3,1.625,271,Sentinel,1,2023-11-18,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
469,11/18/2023,Killjoy,Ascent,Win,13,5,21,8,4,2.625,316,Sentinel,1,2023-11-18,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
470,11/18/2023,Killjoy,Haven,Win,13,10,18,16,3,1.125,217,Sentinel,1,2023-11-18,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.8
473,11/21/2023,Killjoy,Haven,Win,13,11,19,18,5,1.0555555555555556,240,Sentinel,1,2023-11-21,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.8
476,11/25/2023,Killjoy,Ascent,Loss,8,13,14,15,6,0.9333333333333332,228,Sentinel,0,2023-11-25,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.8
474,11/25/2023,Killjoy,Ascent,Win,13,10,14,14,2,1.0,171,Sentinel,1,2023-11-25,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.8
484,11/28/2023,Killjoy,Ascent,Loss,9,13,17,16,2,1.0625,212,Sentinel,0,2023-11-28,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
482,11/28/2023,Killjoy,Ascent,Win,13,10,19,12,4,1.5833333333333333,222,Sentinel,1,2023-11-28,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
486,11/29/2023,Killjoy,Ascent,Win,13,6,19,12,2,1.5833333333333333,238,Sentinel,1,2023-11-29,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
487,12/1/2023,Killjoy,Split,Loss,11,13,11,15,4,0.7333333333333333,152,Sentinel,0,2023-12-01,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.6
492,12/3/2023,Killjoy,Ascent,Win,13,3,6,9,6,0.6666666666666666,144,Sentinel,1,2023-12-03,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
497,12/5/2023,Killjoy,Split,Loss,8,13,16,16,4,1.0,228,Sentinel,0,2023-12-05,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.6
503,12/7/2023,Killjoy,Split,Loss,9,13,20,15,3,1.3333333333333333,246,Sentinel,0,2023-12-07,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.4
502,12/7/2023,Killjoy,Ascent,Win,13,5,9,8,5,1.125,148,Sentinel,1,2023-12-07,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.4
500,12/7/2023,Killjoy,Haven,Loss,12,14,24,20,4,1.2,248,Sentinel,0,2023-12-07,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
511,12/21/2023,Killjoy,Split,Loss,9,13,21,16,5,1.3125,254,Sentinel,0,2023-12-21,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.2
582,2/16/2024,Killjoy,Icebox,Loss,2,13,7,13,2,0.5384615384615384,147,Sentinel,0,2024-02-16,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.2
587,2/17/2024,Killjoy,Icebox,Loss,8,13,16,17,2,0.9411764705882352,228,Sentinel,0,2024-02-17,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.2
1699,3/13/2024,Killjoy,Pearl,Win,14,7,18,18,9,1.0,73,Sentinel,1,2024-03-13,0.43789767331434,250,0.5454545454545454,199.5909090909091,1.1139559583437157,0.2
674,5/24/2024,Killjoy,Lotus,Loss,11,13,10,19,6,0.5263157894736842,143,Sentinel,0,2024-05-24,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.2
697,6/8/2024,Killjoy,Lotus,Loss,6,13,10,15,5,0.6666666666666666,198,Sentinel,0,2024-06-08,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.2
1863,6/8/2024,Killjoy,Icebox,Loss,1,7,16,16,10,1.0,269,Sentinel,0,2024-06-08,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.2
700,6/9/2024,Killjoy,Lotus,Loss,10,13,11,17,5,0.6470588235294118,161,Sentinel,0,2024-06-09,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.2
777,7/28/2024,Killjoy,Icebox,Win,13,9,22,12,2,1.8333333333333333,273,Sentinel,1,2024-07-28,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.2
782,7/30/2024,Killjoy,Icebox,Win,13,3,12,7,3,1.7142857142857142,200,Sentinel,1,2024-07-30,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.4
1168,7/30/2024,Killjoy,Bind,Loss,9,15,19,15,3,1.2666666666666666,36,Sentinel,0,2024-07-30,0.43789767331434,250,0.0,131.66666666666666,1.1139559583437157,0.4
1524,8/3/2024,Killjoy,Split,Loss,6,12,20,18,8,1.1111111111111112,276,Sentinel,0,2024-08-03,0.43789767331434,250,0.42105263157894735,206.10526315789474,1.1139559583437157,0.4
1016,8/6/2024,Killjoy,Haven,Loss,0,4,4,6,10,0.6666666666666666,140,Sentinel,0,2024-08-06,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
803,8/7/2024,Killjoy,Icebox,Loss,3,13,10,13,1,0.7692307692307693,187,Sentinel,0,2024-08-07,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.2
807,8/7/2024,Killjoy,Icebox,Loss,7,13,13,16,3,0.8125,189,Sentinel,0,2024-08-07,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.0
809,8/8/2024,Killjoy,Icebox,Win,13,8,15,10,1,1.5,188,Sentinel,1,2024-08-08,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.2
811,8/9/2024,Killjoy,Icebox,Loss,11,13,13,17,2,0.7647058823529411,181,Sentinel,0,2024-08-09,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.2
812,8/9/2024,Killjoy,Lotus,Loss,7,13,5,15,2,0.3333333333333333,103,Sentinel,0,2024-08-09,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.2
816,8/11/2024,Killjoy,Ascent,Loss,9,13,14,19,4,0.7368421052631579,200,Sentinel,0,2024-08-11,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.2
818,8/11/2024,Killjoy,Ascent,Loss,11,13,18,15,5,1.2,207,Sentinel,0,2024-08-11,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.2
820,8/12/2024,Killjoy,Lotus,Loss,4,13,4,16,3,0.25,138,Sentinel,0,2024-08-12,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.0
825,8/13/2024,Killjoy,Ascent,Win,13,10,17,14,2,1.2142857142857142,213,Sentinel,1,2024-08-13,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.2
824,8/13/2024,Killjoy,Icebox,Loss,6,13,15,13,1,1.1538461538461535,200,Sentinel,0,2024-08-13,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.2
823,8/13/2024,Killjoy,Haven,Loss,5,13,11,12,0,0.9166666666666666,156,Sentinel,0,2024-08-13,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.2
832,8/14/2024,Killjoy,Lotus,Loss,8,13,19,18,4,1.0555555555555556,286,Sentinel,0,2024-08-14,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.2
828,8/14/2024,Killjoy,Ascent,Loss,7,13,10,17,5,0.5882352941176471,187,Sentinel,0,2024-08-14,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.2
840,8/15/2024,Killjoy,Icebox,Win,13,9,16,14,2,1.1428571428571428,187,Sentinel,1,2024-08-15,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.2
836,8/15/2024,Killjoy,Haven,Loss,9,13,11,18,2,0.6111111111111112,148,Sentinel,0,2024-08-15,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.2
837,8/15/2024,Killjoy,Haven,Win,13,11,18,13,1,1.3846153846153846,218,Sentinel,1,2024-08-15,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.4
838,8/15/2024,Killjoy,Lotus,Win,13,4,18,6,2,3.0,278,Sentinel,1,2024-08-15,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.6
839,8/15/2024,Killjoy,Haven,Win,14,12,23,18,3,1.2777777777777777,245,Sentinel,1,2024-08-15,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.8
843,8/16/2024,Killjoy,Ascent,Loss,5,13,21,14,2,1.5,338,Sentinel,0,2024-08-16,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
844,8/16/2024,Killjoy,Icebox,Win,13,6,19,7,1,2.7142857142857144,235,Sentinel,1,2024-08-16,0.43789767331434,250,0.24,202.84,1.1139559583437157,0.8
841,8/16/2024,Killjoy,Lotus,Loss,10,13,18,18,3,1.0,230,Sentinel,0,2024-08-16,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.6
846,8/17/2024,Killjoy,Lotus,Win,13,9,17,12,3,1.4166666666666667,237,Sentinel,1,2024-08-17,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.6
847,8/18/2024,Killjoy,Ascent,Loss,2,13,12,14,2,0.8571428571428571,254,Sentinel,0,2024-08-18,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.4
848,8/18/2024,Killjoy,Lotus,Win,13,6,14,10,0,1.4,176,Sentinel,1,2024-08-18,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.6
851,8/19/2024,Killjoy,Haven,Win,13,10,18,16,3,1.125,233,Sentinel,1,2024-08-19,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.6
855,8/31/2024,Killjoy,Lotus,Win,13,9,23,10,3,2.3,280,Sentinel,1,2024-08-31,0.43789767331434,250,0.5333333333333333,197.1,1.1139559583437157,0.8
858,9/1/2024,Killjoy,Haven,Win,13,3,13,9,4,1.4444444444444444,226,Sentinel,1,2024-09-01,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.8
857,9/1/2024,Killjoy,Ascent,Loss,11,13,13,17,3,0.7647058823529411,157,Sentinel,0,2024-09-01,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.8
860,9/2/2024,Killjoy,Ascent,Loss,9,13,14,17,5,0.8235294117647058,181,Sentinel,0,2024-09-02,0.43789767331434,250,0.4482758620689655,189.68965517241378,1.1139559583437157,0.6
861,9/2/2024,Killjoy,Haven,Win,13,8,27,11,3,2.4545454545454546,314,Sentinel,1,2024-09-02,0.43789767331434,250,0.47619047619047616,209.20634920634922,1.1139559583437157,0.6
